start-url,title,ingredients,calorie,guaranteed analysis,food link 2-href
https://www.chewy.com/b/dry-food_c294_p20,Go! Solutions Skin + Coat Care Lamb Meal Recipe Dry Dog Food,"Lamb Meal, Oatmeal, Whole Brown Rice, De-Boned Lamb, Canola Oil (Preserved With Mixed Tocopherols), Coconut Oil (Preserved With Mixed Tocopherols), Natural Lamb Flavour, Flaxseed, Salmon Oil, Potassium Chloride, Sodium Chloride, Apples, Carrots, Cranberries, Dried Chicory Root, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, L-Ascorbyl-2-Polyphosphate (A Source Of Vitamin C), D-Calcium Pantothenate, Thiamine Mononitrate, Beta-Carotene, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Zinc Oxide, Manganese Proteinate, Copper Sulphate, Ferrous Sulphate, Calcium Iodate, Manganous Oxide, Selenium Yeast), Choline Chloride, Taurine, L-Lysine, Dl-Methionine, Yucca Schidigera Extract, Dried Rosemary","4,098 kcal/kg, 451 kcal/cup","<tr><td>Crude Protein</td><td>22.0% min</td></tr><tr><td>Crude Fat</td><td>14.0% min</td></tr><tr><td>Crude Fiber</td><td>3.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Calcium</td><td>1.6% min</td></tr><tr><td>Phosphorus</td><td>1.0% min</td></tr><tr><td>Omega-6</td><td>2.0% min</td></tr><tr><td>Omega-3</td><td>0.4% min</td></tr>",https://www.chewy.com/go-solutions-skin-coat-care-lamb/dp/183757
https://www.chewy.com/b/dry-food_c294_p19,Purina Beyond Simply Beef & Egg Recipe Grain-Free Dry Dog Food,"Beef, Chicken Meal, Pea Starch, Canola Meal, Cassava Root Flour, Dried Egg Product, Beef Fat Preserved With Mixed-Tocopherols, Dried Beet Pulp, Pea Protein, Dried Yeast, Natural Flavor, Potassium Chloride, Sunflower Oil, Calcium Carbonate, Salt, Dried Peas, Choline Chloride, Taurine, DL-Methionine, Mono And Dicalcium Phosphate, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Dried Bacillus Coagulans Fermentation Product. F429119.","3,704 kcal/kg, 427 kcal/cup","<tr><td>Crude Protein</td><td>27.0% min</td></tr><tr><td>Crude Fat</td><td>16.0% min</td></tr><tr><td>Crude Fiber</td><td>5.0% max</td></tr><tr><td>Moisture</td><td>12.0% max</td></tr><tr><td>Linoleic Acid</td><td>1.2% min</td></tr><tr><td>Calcium</td><td>1.0% min</td></tr><tr><td>Phosphorus</td><td>0.8% min</td></tr><tr><td>Zinc</td><td>150 ppm min</td></tr><tr><td>Selenium</td><td>0.35 ppm min</td></tr><tr><td>Vitamin A</td><td>14,000 IU/kg min</td></tr><tr><td>Vitamin E</td><td>150 IU/kg min</td></tr><tr><td>Glucosamine</td><td>400 ppm min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>1.3% min</td></tr><tr><td>Taurine</td><td>0.2% min</td></tr><tr><td>Bacillus Coagulans</td><td>600 CFU/lb min</td></tr>",https://www.chewy.com/purina-beyond-simply-beef-egg-recipe/dp/121386
https://www.chewy.com/b/dry-food_c294_p29,Diamond Care Sensitive Stomach Formula Adult Grain-Free Dry Dog Food,"Potatoes, Egg Product, Potato Protein, Tomato Pomace, Chicken Fat (Preserved With Mixed Tocopherols), Flaxseed, Natural Flavor, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Dicalcium Phosphate, Calcium Carbonate, Psyllium Seed Husk, Ginger, Dried Chicory Root, Choline Chloride, Taurine, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Reuteri Fermentation Product, Vitamin E Supplement, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Potassium Iodide, Thiamine Mononitrate (Vitamin B1), Manganese Proteinate, Manganous Oxide, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Manganese Sulfate, Sodium Selenite, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Riboflavin (Vitamin B2), Vitamin D3 Supplement, Folic Acid.Contains A Source Of Live (Viable), Naturally Occurring Microorganisms.","3,615 kcal/kg, 338 kcal/cup","<tr><td>Crude Protein</td><td>25.0% min</td></tr><tr><td>Crude Fat</td><td>13.0% min</td></tr><tr><td>Crude Fiber</td><td>3.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Zinc</td><td>150 mg/kg min</td></tr><tr><td>Selenium</td><td>0.35 mg/kg min</td></tr><tr><td>Vitamin E</td><td>300 IU/kg min</td></tr><tr><td>Taurine</td><td>0.12% min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>2.5% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.8% min</td></tr><tr><td>Total Microorganisms</td><td>Not Less than 1,000,000 CFU/lb min</td></tr>",https://www.chewy.com/diamond-care-sensitive-stomach/dp/170122
https://www.chewy.com/b/dry-food_c294_p30,Eukanuba Fit Body Weight Control Chicken Formula Small Breed Dry Dog Food,"Chicken, Chicken By-Product Meal, Wheat, Corn, Barley, Ground Grain Sorghum, Chicken Fat, Natural Flavors, Dried Plain Beet Pulp, Vegetable Oil, Egg Product, Calcium Carbonate, Potassium Chloride, Sodium Hexametaphosphate, Fructooligosaccharides, Salt, Fish Oil, Choline Chloride, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), Biotin, D-Calcium Pantothenate, Vitamin A Acetate, Niacin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid], Glucosamine Hydrochloride, Trace Minerals [Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Sodium Selenite, Calcium Iodate], Magnesium Oxide, L-Carnitine, Chondroitin Sulfate, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","3519 kcal/kg, 320 kcal/cup","<tr><td>Crude Protein </td><td> 29.0% min</td></tr><tr><td>Crude Fat </td><td>10.0% min</td></tr><tr><td>Crude Fiber </td><td> 3.9% max</td></tr><tr><td>Moisture </td><td> 10.0% max</td></tr><tr><td>Docosahexaenoic Acid (DHA) </td><td> 0.01% min</td></tr><tr><td>Vitamin E </td><td>154 IU/kg min</td></tr><tr><td>L-Carnitine </td><td> 35 mg/kg min</td></tr><tr><td>Glucosamine </td><td> 368 mg/kg min</td></tr><tr><td>Chondroitin sulfate </td><td> 8 mg/kg min</td></tr>",https://www.chewy.com/eukanuba-fit-body-weight-control/dp/196378
https://www.chewy.com/b/dry-food_c294_p36,Wellness CORE Digestive Health Wholesome Grains Whitefish & Brown Rice Recipe Dry Dog Food,"Whitefish, Menhaden Fish Meal (source of Glucosamine), Herring Meal (source of Chondroitin Sulfate), Brown Rice, Oat Groats, Barley, Canola Oil, Dried Plain Beet Pulp, Flaxseed, Pumpkin, Brewers Dried Yeast, Cranberries, Natural Fish Flavor, Apples, Inulin, Potassium Chloride, Hydrolyzed Yeast, Choline Chloride, Vitamin E Supplement, Taurine, Papayas, Blueberries, Pomegranates, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Ferrous Sulfate, Iron Proteinate, Yucca Schidigera Extract, Ground Cinnamon, Ground Fennel, Ground Peppermint, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Dried Enterococcus faecium Fermentation Product, Pyridoxine Hydrochloride, Ascorbic Acid (Vitamin C), Riboflavin, Dried Bacillus coagulans Fermentation Product, Biotin, Vitamin D3 Supplement, Dried Lactobacillus delbrueckii Fermentation Product, Dried Streptococcus thermophilus Fermentation Product, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Bacillus licheniformis Fermentation Product, Dried Bacillus subtilis Fermentation Product, Dried Aspergillus oryzae Fermentation Product, Dried Trichoderma reesei Fermentation Product, Dried Rhizopus oryzae Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","3,649 kcal/kg, 394 kcal/cup","<tr><td>Crude Protein</td><td>30.0% min</td></tr><tr><td>Crude Fat</td><td>12.0% min</td></tr><tr><td>Crude Fiber</td><td>4.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Calcium</td><td>2.0% min</td></tr><tr><td>Phosphorus</td><td>1.4% min</td></tr><tr><td>Vitamin A</td><td>25000 IU/kg min</td></tr><tr><td>Vitamin E</td><td>400 IU/kg min</td></tr><tr><td>Taurine</td><td>0.2% min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>2.5% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>2.25% min</td></tr><tr><td>Glucosamine</td><td>1,200 mg/kg</td></tr><tr><td>Chondroitin Sulfate</td><td>800 mg/kg min</td></tr><tr><td>Total Microorganisms</td><td>100,000,000 CFU/lb min</td></tr><tr><td>Protese</td><td>280 HUT/lb min</td></tr><tr><td>Cellulase</td><td>100 Cellulase Units/lb min</td></tr><tr><td>Alpha-Amylase</td><td>5 Dextrin Units/lb min</td></tr>",https://www.chewy.com/wellness-core-digestive-health/dp/291317
https://www.chewy.com/b/dry-food_c294_p32,Royal Canin Size Health Nutrition Small Starter Mother & Babydog Dry Dog Food,"Chicken By-Product Meal, Brewers Rice, Chicken Fat, Corn, Wheat Gluten, Dried Plain Beet Pulp, Natural Flavors, Fish Oil, Monocalcium Phosphate, Vegetable Oil, Sodium Silico Aluminate, Potassium Chloride, Salt, Fructooligosaccharides, Hydrolyzed Yeast (Source Of Betaglucans), L-Lysine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Biotin, D-Calcium Pantothenate, Vitamin A Acetate, Niacin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid], Choline Chloride, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Manganese Proteinate, Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Dl-Methionine, Taurine, L-Tyrosine, N-Butyric Acid, L-Carnitine, Carotene, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","3995 kcal/kg,  364 kcal/cup","<tr><td>Crude Protein</td><td>28.0% min</td></tr><tr><td>Crude Fat</td><td>20.0% min</td></tr><tr><td>Crude Fiber</td><td>3.4% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr>",https://www.chewy.com/royal-canin-size-health-nutrition/dp/34739
https://www.chewy.com/b/dry-food_c294_p23,Royal Canin Veterinary Diet Selected Protein Adult PW Dry Dog Food,"Potato, Fish Meal, Potato Protein, Chicken Fat, Natural Flavors, Powdered Cellulose, Calcium Carbonate, Fish Oil, Monocalcium Phosphate, Choline Chloride, Fructooligosaccharides, Sodium Tripolyphosphate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement], Taurine, Dl-Methionine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Copper Proteinate, Calcium Iodate], Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","3,518 kcal/kg, 313 kcal/cup","<tr><td>Crude Protein</td><td>22.0% min</td></tr><tr><td>Crude Fat</td><td>12.0% min</td></tr><tr><td>Crude Fiber</td><td>5.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.52% min</td></tr>",https://www.chewy.com/royal-canin-veterinary-diet-selected/dp/136523
https://www.chewy.com/b/dry-food_c294_p33,"ACANA Singles Limited Ingredient Diet Turkey & Pumpkin Recipe Grain-Free Dry Dog Food, 25-lb bag","Deboned Turkey, Turkey Meal, Turkey Liver, Sweet Potato, Whole Chickpeas, Turkey Fat, Whole Lentils, Turkey Heart, Whole Pumpkin, Lentil Fiber, Natural Flavor, Pollock Oil, Turkey Cartilage, Whole Cranberries, Salt, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Preservative), Freeze-Dried Turkey Liver, Niacin, Thiamine Mononitrate, Riboflavin, Calcium Pantothenate, Pyridoxine Hydrochloride, Folic Acid, Vitamin B12 Supplement, Copper Proteinate, Chicory, Turmeric, Citric Acid (Preservative), Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.","3408 kcal/kg, 388 kcal/cup","<tr><td>Crude protein</td><td> 31% min</td></tr><tr><td>Crude fat</td><td> 17% min </td></tr><tr><td>Crude fiber</td><td> 5% max</td></tr><tr><td>Moisture</td><td> 12% max </td></tr><tr><td>Dietary Starch </td><td> 18% max </td></tr><tr><td>Sugars</td><td> 5% max </td></tr><tr><td>EPA (Eicosapentaenoic Acid)</td><td> 0.2% min </td></tr><tr><td>DHA (Docosahexaenoic Acid) </td><td> 0.1% min </td></tr><tr><td>Calcium </td><td> 1.8% min </td></tr><tr><td>Phosphorus</td><td> 1.2% min </td></tr><tr><td>Omega-6 fatty acids</td><td> 3.0% min </td></tr><tr><td>Omega-3 fatty acids</td><td> 0.6% min </td></tr><tr><td>Glucosamine</td><td> 500mg/kg min </td></tr><tr><td>Total Microorganisms</td><td> 100 Million CFU/lb</td></tr>",https://www.chewy.com/acana-singles-limited-ingredient-diet/dp/287341
https://www.chewy.com/b/dry-food_c294_p24,CANIDAE Grain-Free PURE Petite Salmon Formula Small Breed Limited Ingredient Freeze-Dried Raw Coated Dry Dog Food,"Salmon, Salmon  Meal, Peas, Lentils, Tapioca, Canola Oil, Garbanzo Beans, Freeze-Dried Salmon, Natural Flavor, Flaxseed, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Potassium Iodide, Manganese Proteinate, Manganous Oxide, Manganese Sulfate, Sodium Selenite), Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Riboflavin, Vitamin D3 Supplement, Folic Acid), Choline Chloride, Mixed Tocopherols (A Preservative), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Trichoderma Longibrachiatum Fermentation Extract.Contains A Source Of Live Naturally Occuring Microorganisms.","3,500 kcal/kg; 3.50 kcal/kg; 1,587 kcal/lb; 525 kcal/cup","<tr><td>Crude Protein</td><td>24.0% min</td></tr><tr><td>Crude Fat</td><td>12.5% min</td></tr><tr><td>Crude Fiber</td><td>4.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Linoleic Acid (Omega-6 Fatty Acid)</td><td>2.0% min</td></tr><tr><td>Alpha Linolenic Acid (Omega-3 Fatty Acid)</td><td>1.2% min</td></tr><tr><td>Vitamin E</td><td>50 IU/kg min</td></tr><tr><td>Lactobacillus Acidophilus</td><td> 100 million CFU/lb</td></tr>",https://www.chewy.com/canidae-grain-free-pure-petite-salmon/dp/175387
https://www.chewy.com/b/dry-food_c294_p34,Farmina N&D Prime Boar & Apple Medium & Maxi Adult Grain-Free Dry Dog Food,"Boar, Dehydrated Boar, Sweet Potatoes, Deboned Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrots,  Alfalfa Meal, Inulin, Fructooligosaccharides, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Glucosamine, Chondroitin Sulfate, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-Carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, Selenium Yeast, Dl-Methionine, Taurine, L-Carnitine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (A Preservative).","3995 kal/kg, 431 kcal/cup","<tr><td>Crude Protein</td><td>34.0% min</td></tr><tr><td>Crude Fat</td><td>18.0% min</td></tr><tr><td>Crude Fiber</td><td>2.60% max</td></tr><tr><td>Moisture</td><td>9.0% max</td></tr><tr><td>Ash</td><td>7.90% max</td></tr><tr><td>Calcium</td><td>1.3% min</td></tr><tr><td>Phosphorus</td><td>0.95% min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>3.3% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.9% min</td></tr><tr><td>DHA</td><td>0.5% min</td></tr><tr><td>EPA</td><td>0.3% min</td></tr><tr><td>Glucosamine</td><td>1000 mg/kg min</td></tr><tr><td>Chondroitin SulFate</td><td>700 mg/kg min</td></tr>",https://www.chewy.com/farmina-nd-prime-boar-apple-medium/dp/202224
https://www.chewy.com/b/dry-food_c294_p33,American Natural Premium Legume-Free Chicken-Free Duck with Butternut Squash Dry Dog Food,"Duck, deboned turkey, turkey meal, oat flour, brown rice, pork meal, ground grain sorghum, butternut squash, pearled barley, pumpkin, pork fat (preserved with mixed tocopherols), natural flavor, brewer's dried yeast, dried plain beet pulp, sunflower oil, menhaden fish oil, Minerals (zinc proteinate, ferrous sulfate, zinc sulfate, iron proteinate, copper sulfate, copper proteinate, manganese sulfate, manganese proteinate, sodium selenite, calcium iodate), Vitamins (vitamin A supplement, vitamin D3 supplement, vitamin E supplement, niacin supplement, thiamine mononitrate, D-calcium pantothenate, pyridoxine hydrochloride, riboflavin, folic acid, biotin supplement, vitamin B12 supplement), dried chicory root, yeast extract, yucca schidigera extract, dried Enterococcus faecium fermentation product, dried Lactobacillus acidophilus fermentation product, dried Aspergillus oryzae fermentation extract, dried Trichoderma longibrachiatum fermentation extract, dried Bacillus subtilis fermentation extract, dried chamomile, dried pot marigold, dried ginger, dried lavender.",384 KCAL/Cup,"<tr><td>Crude Protein </td><td> 25% min</td></tr><tr><td>Crude Fat </td><td>15% min</td></tr><tr><td>Crude Fiber </td><td>5% max</td></tr><tr><td>Crude Moisture </td><td>10% max</td></tr>",https://www.chewy.com/american-natural-premium-legume-free/dp/220346
https://www.chewy.com/b/dry-food_c294_p21,"Kibbles 'n Bits Mini Bits Bacon & Steak Flavor Small Breed Dry Dog Food, 4.2-lb bag","Corn, Soybean Meal, Beef And Bone Meal, Ground Wheat, Animal Fat (Bha Used As Preservative), Corn Syrup, Wheat Middlings, Water Sufficient For Processing, Animal Digest, Propylene Glycol, Salt, Hydrochloric Acid, Potassium Chloride, Caramel Color, Beef, Sorbic Acid (Used As A Preservative), Choline Chloride, Sodium Carbonate, Vitamins (Vitamin E Supplement, Niacin, D-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Biotin), Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Dl-Methionine, Beef Stock, Hydrolyzed Corn Protein, Calcium Sulfate, Titanium Dioxide (Color), Natural Flavor, Red 40, Bacon Broth (Source Of Bacon Flavor), Lactic Acid, Red 40 Lake, Natural Beef Flavor (Source Of Steak Flavor), Hydrolyzed Corn Gluten, Natural Smoke Flavor, Hydrolyzed Soy Protein, Yellow 5, Bha (Used As A Preservative), Blue 2 Lake, Yellow 6 Lake, Hydrolyzed Wheat Gluten, Blue 1, Yellow 6.","3080 kcal/kg, 360 kcal/treat","<tr><td>Crude Protein</td><td>21.0% min</td></tr><tr><td>Crude Fat</td><td>8.0% min</td></tr><tr><td>Crude Fiber</td><td>4.0% max</td></tr><tr><td>Moisture</td><td>18.0% max</td></tr><tr><td>Calcium</td><td>1.2% min</td></tr><tr><td>Phosphorus</td><td>0.9% min</td></tr><tr><td>Potassium</td><td>0.8% min</td></tr><tr><td>Zinc</td><td>80g/kg (Min)</td></tr><tr><td>Vitamin A</td><td>5100 IU/kg min</td></tr><tr><td>Vitamin D</td><td>500 IU/kg min</td></tr>",https://www.chewy.com/kibbles-n-bits-mini-bits-bacon-steak/dp/243424
https://www.chewy.com/b/dry-food_c294_p13,Royal Canin Pug Adult Dry Dog Food,"Brewers Rice, Chicken By-Product Meal, Brown Rice, Corn, Corn Gluten Meal, Oat Groats, Chicken Fat, Natural Flavors, Wheat Gluten, Dried Plain Beet Pulp, Fish Oil, Sodium Silico Aluminate, Vegetable Oil, Calcium Carbonate, Potassium Chloride, Dl-Methionine, Salt, L-Lysine, Fructooligosaccharides, Sodium Tripolyphosphate, Monocalcium Phosphate, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Choline Chloride, Magnesium Oxide, Glucosamine Hydrochloride, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Tea, L-Carnitine, Chondroitin Sulfate, Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.","3,740 kcal/kg, 314 kcal/cup","<tr><td>Crude Protein</td><td>23.0% min</td></tr><tr><td>Crude Fat</td><td>14.0% min</td></tr><tr><td>Crude Fiber</td><td>3.3.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Eicosapentaenoic Acid (EPA)</td><td>0.18% min</td></tr><tr><td>Docosahexaenoic Acid (DHA)</td><td>0.08% min</td></tr><tr><td>L-Carnitine</td><td>70 mg/kg min</td></tr><tr><td>Glucosamine</td><td>350 mg/kg min</td></tr><tr><td>Chondroitin Sulfate</td><td>25 mg/kg min</td></tr>",https://www.chewy.com/royal-canin-pug-adult-dry-dog-food-10/dp/33905
https://www.chewy.com/b/dry-food_c294_p40,Addiction Grain-Free Viva La Venison Dry Dog Food,"Venison Meal, Dried Potatoes, Dried Tapioca, Chicken Fat, Peas, Natural Flavors, Ground Flaxseed, Dried Kelp, Dried Cranberries, Dried Apples, Dried Spinach, Brewers Dried Yeast, Dried Enterococcus Faecium, Dried Lactobacillus Acidophilus, Dried Bifidobacterium Longum, Dried Bifidobacterium Thermophilum, Sodium Chloride, Vitamin E Supplement, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Vitamin A Supplement, Thiamine Mononitrate (Vitamin B1), Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid (Vitamin B9) Taurine, Choline Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Calcium Iodate, Cobalt Sulfate, Sodium Selenite, Green Tea Extract, Rosemary Extract and Spearmint Extract.","4,285 kcal/kg","<tr><td>Crude Protein</td><td>26.0% min</td></tr><tr><td>Crude Fat</td><td>14.0% min</td></tr><tr><td>Crude Fiber</td><td>3.5% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Enterococcus Faecium</td><td>400 million CFU/lb min</td></tr><tr><td>Lactobacillus Acidophilus</td><td>400 million CFU/lb min</td></tr><tr><td>Bifidobacterium Longum</td><td>60 million CFU/lb min</td></tr><tr><td>Bifidobacterium Thermophilum</td><td>60 million CFU/lb min</td></tr>",https://www.chewy.com/addiction-grain-free-viva-la-venison/dp/45102
https://www.chewy.com/b/dry-food_c294_p22,Royal Canin Veterinary Diet Skin Support Dry Dog Food,"Brewers Rice, Fish Meal, Brown Rice, Chicken Fat, Natural Flavors, Powdered Cellulose, Vegetable Oil, Dried Plain Beet Pulp, Fish Oil, Monocalcium Phosphate, Turmeric Extract, L-Tyrosine, Potassium Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement], Taurine, Salt, Dl-Methionine, Calcium Carbonate, Marigold Extract (Tagetes Erecta L.), Choline Chloride, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Copper Proteinate, Calcium Iodate], Aloe Vera, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","3,621 kcal/kg, 322 kcal/cup","<tr><td>Crude Protein</td><td>22.5% min</td></tr><tr><td>Crude Fat</td><td>13.5% min</td></tr><tr><td>Crude Fiber</td><td>5.4% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>EPA + DHA</td><td>0.36% min</td></tr><tr><td>Vitamin E</td><td>420 IU/kg min</td></tr><tr><td>Ascorbic Acid</td><td>160 mg/kg min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>1.99% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.73%</td></tr>",https://www.chewy.com/royal-canin-veterinary-diet-skin/dp/33953
